,punto de entrada,formulario,NIT,Razón social de la sociedad,Fecha de Corte,Clasificación Industrial Internacional Uniforme Versión 4 A.C,Tipo societario,Dirección de notificación judicial registrada en Cámara de Comercio,Departamento de la dirección del domicilio,Ciudad de la dirección del domicilio,Periodo,Efectivo y equivalentes al efectivo,Cuentas comerciales por cobrar y otras cuentas por cobrar corrientes,Inventarios corrientes,"Activos por impuestos corrientes, corriente",Activos biológicos corrientes,Otros activos financieros corrientes,Otros activos no financieros corrientes,Activos corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo dicha garantía colateral,Total activos corrientes distintos de los activos no corrientes o grupo de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos corrientes totales,Propiedad de inversión,"Propiedades, planta y equipo",Plusvalía,Activos intangibles distintos de la plusvalía,Inversiones contabilizadas utilizando el método de la participación,Activos biológicos no corrientes,Cuentas comerciales por cobrar y otras cuentas por cobrar no corrientes,Inventarios no corrientes,Activos por impuestos diferidos,"Activos por impuestos corrientes, no corriente",Otros activos financieros no corrientes,Otros activos no financieros no corrientes,Activos no corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo la garantía colateral,Total de activos no corrientes,Total de activos,Provisiones corrientes por beneficios a los empleados,Otras provisiones corrientes,Total provisiones corrientes,Cuentas por pagar comerciales y otras cuentas por pagar,Pasivos por impuestos corrientes corriente,Otros pasivos financieros corrientes,Otros pasivos no financieros corrientes,Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos corrientes totales,Provisiones no corrientes por beneficios a los empleados,Otras provisiones no corrientes,Total provisiones no corrientes,Cuentas comerciales por pagar y otras cuentas por pagar no corrientes,Pasivo por impuestos diferidos,Pasivos por impuestos corrientes no corriente,Otros pasivos financieros no corrientes,Otros pasivos no financieros no corrientes,Total de pasivos no corrientes,Total pasivos,Capital emitido,Prima de emisión,Acciones propias en cartera,Inversión suplementaria al capital asignado,Otras participaciones en el patrimonio,Superavit por revaluación,Otras reservas,Ganancias acumuladas,Total patrimonio atribuible a propietarios de la controladora,Participaciones no controladoras,Patrimonio total,Total de patrimonio y pasivos
196,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800047031,DURATEX S.A.,2018-12-31,"C1620 - Fabricación de hojas de madera para enchapado; fabricación de tableros contrachapados, tableros laminados, tableros de partículas y otros tableros y paneles",01. SOCIEDAD ANÓNIMA,Calle 16 # 55-129 Centro Comercial de Moda Piso 5,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Actual,100676631,33204532,51229644,140786,2258609,,,,187510202,,187510202,,287254502,,504817,,45958577,27825,,1615711,1698209,,,,337059641,524569843,2607646,,2607646,37765827,21094985,120007,26473564,88062029,,88062029,0,1017000,1017000,,28248876,,64470,,29330346,117392375,47410196,102471790,,,,,69407240,187888242,407177468,,407177468,524569843
197,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800047031,DURATEX S.A.,2018-12-31,"C1620 - Fabricación de hojas de madera para enchapado; fabricación de tableros contrachapados, tableros laminados, tableros de partículas y otros tableros y paneles",01. SOCIEDAD ANÓNIMA,Calle 16 # 55-129 Centro Comercial de Moda Piso 5,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Anterior,24599021,31530775,48607215,1062791,3212152,,,,109011954,,109011954,,287903729,,604248,,40922120,36573,,1527783,1698209,,,,332692662,441704616,2101435,,2101435,24552240,13168511,1216527,2469770,43508483,,43508483,,1017000,1017000,,30030178,,563547,,31610725,75119208,47410196,102471790,,,,,52916512,163786910,366585408,,366585408,441704616
198,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800048943,TAGHLEEF LATIN AMERICA S.A.,2018-12-31,C2221 - Fabricación de formas básicas de plástico,01. SOCIEDAD ANÓNIMA,KM 5 VIA MAMONAL SECTOR PUERTA DE HIERRO,BOLIVAR,CARTAGENA-BOLIVAR,Periodo Actual,17198989,148659376,151322596,51844218,,15112070,4230433,,388367682,,388367682,,516408142,,3800312,,,,,25596288,,,,,545804742,934172424,11412486,2780646,14193132,168541918,5455858,,49946435,238137343,,238137343,,,,,,,,318684137,318684137,556821480,94123081,152814058,,,,178503352,149172234,-198098431,376514294,836650,377350944,934172424
199,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800048943,TAGHLEEF LATIN AMERICA S.A.,2018-12-31,C2221 - Fabricación de formas básicas de plástico,01. SOCIEDAD ANÓNIMA,KM 5 VIA MAMONAL SECTOR PUERTA DE HIERRO,BOLIVAR,CARTAGENA-BOLIVAR,Periodo Anterior,3540271,134700703,131930599,47340173,,184221,2896031,,320591998,,320591998,,493129586,,3908532,,,,,,,,,,497038118,817630116,5929150,4681769,10610919,171830557,9508688,91348304,,283298468,,283298468,,,,,14466938,,195037150,,209504088,492802556,94204826,152814058,,,,176066819,122907781,-220923645,325069839,-242279,324827560,817630116
200,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800049489,COSMOTEXTIL SAS,2018-12-31,"G4641 - Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,KR 69 B 18 A 10,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,2927893,11231135,11554316,441039,0,0,0,0,26154383,0,26154383,,769740,0,5201,0,0,0,0,309297,0,2266744,703351,0,4054333,30208716,284417,0,284417,2004134,348090,11578815,0,14215456,0,14215456,0,0,0,0,133544,0,283883,178328,595755,14811211,5872434,0,0,,70000,5050844,704567,594275,12292120,3105385,15397505,30208716
201,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800049489,COSMOTEXTIL SAS,2018-12-31,"G4641 - Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,KR 69 B 18 A 10,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,1709078,9415322,7745774,57214,0,0,0,0,18927388,0,18927388,0,880060,0,5201,0,0,0,0,161149,0,2801745,0,0,3848155,22775543,235392,0,235392,954142,139524,4830348,0,6159406,0,6159406,0,0,0,0,102106,0,473484,1330598,1906188,8065594,4725254,0,0,,70000,5050844,704567,818977,11369642,3340307,14709949,22775543
202,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800065539,HOTELES ROYAL S.A.,2018-12-31,M7020 - Actividades de consultaría de gestión,01. SOCIEDAD ANÓNIMA,impuestos@hotelesroyal.com,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,28754149,18941089,1688414,25479076,,,21,,74862749,,74862749,,215804955,,2226974,,,8350972,,6414906,,,,,232797807,307660556,5233577,471186,5704763,29628239,6965695,13597866,3166155,59062718,,59062718,995087,,995087,35278573,23366664,,70279776,,129920100,188982818,3144154,13536223,,,,,17656632,53864566,88201575,30476163,118677738,307660556
203,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800065539,HOTELES ROYAL S.A.,2018-12-31,M7020 - Actividades de consultaría de gestión,01. SOCIEDAD ANÓNIMA,impuestos@hotelesroyal.com,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,21492075,28316848,1487333,18947815,,3694206,743995,,74682272,,74682272,,218786090,,1226971,,,8069278,,8406065,,,,,236488404,311170676,6746323,268229,7014552,50402528,8922318,19151932,2213387,87704717,,87704717,890843,,890843,,22453518,,76301156,,99645517,187350234,3144154,13536223,,,,,17081809,60092101,93854287,29966155,123820442,311170676
204,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800070993,EMPRESA INTERNACIONAL DE SOLUCIONES DE ENERGIA ELECTRICA TEMPORAL SAS EN REORGANIZACION,2018-12-31,"N7730 - Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 25 A 36 D SUR 68,ANTIOQUIA,ENVIGADO-ANTIOQUIA,Periodo Actual,1964943,12484239,2933782,2347593,,,108683,,19839240,,19839240,,60108389,,486835,,,,,21877,,,,,60617101,80456341,783706,,783706,3476553,1017817,8195549,86094,13559719,,13559719,,,,6777229,9009498,3114981,18131919,,37033627,50593346,3330000,370000,,,,9115614,8129573,8647993,29593180,269815,29862995,80456341
205,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800070993,EMPRESA INTERNACIONAL DE SOLUCIONES DE ENERGIA ELECTRICA TEMPORAL SAS EN REORGANIZACION,2018-12-31,"N7730 - Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 25 A 36 D SUR 68,ANTIOQUIA,ENVIGADO-ANTIOQUIA,Periodo Anterior,1022335,9893505,1806337,4211644,,,,,16933821,,16933821,,60771540,,516698,,,,,17519,,,,,61305757,78239578,899180,,899180,11650927,265868,16364409,43405,29223789,,29223789,,,,,9019640,,11722841,,20742481,49966270,3330000,370000,,,,9115614,8129573,7111601,28056788,216520,28273308,78239578
206,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800078108,MORE PRODUCTS  S.A,2018-12-31,G4690 - Comercio al por mayor no especializado,01. SOCIEDAD ANÓNIMA,AK 72 95 51 BG 13,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,2961934,11277100,24959249,2102924,,,242190,,41543397,,41543397,6838053,8214631,,,,,,,,,69165,,,15121849,56665246,,,,6770388,2912579,24329696,0,34012663,,34012663,267919,,267919,,591793,,4505842,,5365554,39378217,6206864,,,,,3892884,1472485,5445603,17017836,269193,17287029,56665246
207,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800078108,MORE PRODUCTS  S.A,2018-12-31,G4690 - Comercio al por mayor no especializado,01. SOCIEDAD ANÓNIMA,AK 72 95 51 BG 13,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,979579,14222887,22819104,2034769,,,714896,,40771235,,40771235,2154302,7161523,,,,,,,,,1839,,,9317664,50088899,,,,5156681,2877158,25242903,,33276742,,33276742,,328062,328062,,619442,,1387047,,2334551,35611293,5859948,,,,,2705276,1008848,4666617,14240689,236917,14477606,50088899
208,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800080575,ONEST NEGOCIOS DE CAPITAL S.A.S.,2018-12-31,K6493 - Actividades de compra de cartera o factoring,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,carrera 11 No. 94 A - 03 Piso 7,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,7205465,12065158,,3497673,,,56820,,22825116,,22825116,160837,4029266,,671021,,,48260632,,,,,90000,,53211756,76036872,486256,,486256,20419809,1184808,30998702,4162608,57252183,,57252183,,,,,,,33581927,,33581927,90834110,9712093,124374917,,,,,285934,-149170184,-14797240,2,-14797238,76036872
209,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800080575,ONEST NEGOCIOS DE CAPITAL S.A.S.,2018-12-31,K6493 - Actividades de compra de cartera o factoring,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,carrera 11 No. 94 A - 03 Piso 7,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,14415442,26370986,,3397528,,,57811,,44241767,,44241767,233575,4763649,,194941,,,105483945,,30291059,,,90000,,141057169,185298936,1343551,,1343551,22674860,1593689,49968715,6810420,82391235,,82391235,,,,,,,54132775,,54132775,136524010,9712093,124374917,,,,,285934,-85598020,48774924,2,48774926,185298936
210,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800085445,INVERSIONES JV,2018-12-31,A0145 - Cría de aves de corral,03. SOCIEDAD LIMITADA,CALLE 5 No 11-59,SANTANDER,BUCARAMANGA-SANTANDER,Periodo Actual,904208,4393540,7169105,3966145,0,1151835,0,0,17584833,0,17584833,0,66995917,0,0,0,19412795,0,0,414817,0,0,53416,,86876945,104461778,665787,0,665787,33201623,1414459,9734353,404506,45420728,0,45420728,0,0,0,785031,6643409,0,0,0,7428440,52849168,5272000,0,0,,1056943,15618110,1228666,27277946,50453665,1158945,51612610,104461778
211,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800085445,INVERSIONES JV,2018-12-31,A0145 - Cría de aves de corral,03. SOCIEDAD LIMITADA,CALLE 5 No 11-59,SANTANDER,BUCARAMANGA-SANTANDER,Periodo Anterior,380437,4423751,5078956,4150342,0,1090827,0,0,15124313,0,15124313,0,66978835,0,0,0,18894807,0,0,425428,0,0,46504,,86345574,101469887,529985,0,529985,8992952,926934,6193280,155539,16798690,0,16798690,0,0,0,27420183,6408766,0,0,0,33828949,50627639,5272000,0,0,,1056943,15579356,1099375,26733377,49741051,1101197,50842248,101469887
212,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800093117,ARQUITECTURA Y CONCRETO S.A.S.,2018-12-31,F4111 - Construcción de edificios residenciales,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 3 SUR # 43A - 52 OFICINA 1801,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Actual,152012974,145317796,1086712719,21347191,,,30715114,,1436105794,3631297,1439737091,131573812,68066130,,2179251,151775728,,4309028,,,,,238412027,,596315976,2036053067,14010051,14944,14024995,434367401,33034757,,,481427153,,481427153,,,,4358247,28862087,,,975893650,1009113984,1490541137,13643152,118901371,,,,66757379,243596031,102281383,545179316,332614,545511930,2036053067
213,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800093117,ARQUITECTURA Y CONCRETO S.A.S.,2018-12-31,F4111 - Construcción de edificios residenciales,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 3 SUR # 43A - 52 OFICINA 1801,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Anterior,106170608,141843892,974066377,18662321,,,29353162,,1270096360,3237140,1273333500,169137138,66475164,,5526157,147844969,,2110735,,42672,,,154683289,,545820124,1819153624,12111535,511281,12622816,436004516,33491017,,37331738,519450087,,519450087,,,,12987438,13853392,,,758933019,785773849,1305223936,13614352,133364818,,,,68962588,246525573,48630897,511098228,2831460,513929688,1819153624
214,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800106129,FORERO MOLINA SAS,2018-12-31,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,AUTOPISTA MEDELLIN KM 2 600 MTS ENTRADA VIA PARCELAS COTA,CUNDINAMARCA,COTA-CUNDINAMARCA,Periodo Actual,880049,26111804,,,,11090730,901,,38083484,,38083484,60521906,22441752,,,241376,,74715398,,2052824,,,,,159973256,198056740,,,,228,157830,,,158058,,158058,,,,28165876,26993838,,206736,,55366450,55524508,5502244,7808105,,,,78791275,20603212,25277425,137982261,4549971,142532232,198056740
215,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800106129,FORERO MOLINA SAS,2018-12-31,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,AUTOPISTA MEDELLIN KM 2 600 MTS ENTRADA VIA PARCELAS COTA,CUNDINAMARCA,COTA-CUNDINAMARCA,Periodo Anterior,446209,26301158,,,,10141960,14420,,36903747,998187,37901934,44550501,24794231,,,143100,,84406367,,2413315,,,,,156307514,194209448,,,,74965,305524,,,380489,,380489,,,,33629661,30035389,,267262,,63932312,64312801,5502244,7808105,,,,75755575,11531392,24958369,125555685,4340962,129896647,194209448
216,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800106884,DUGOTEX S.A. EN REORGANIZACION,2018-12-31,"C1410 - Confección de prendas de vestir, excepto prendas de piel",01. SOCIEDAD ANÓNIMA,CALLE 64 C 88 A 19,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,7254504,44122136,41981641,829235,0,21569,0,0,94209085,0,94209085,0,43067124,0,0,1832781,0,138880,0,0,0,12664298,2902945,0,60606028,154815113,0,0,0,43494369,13735774,2338233,11109221,70677597,0,70677597,0,0,0,200000,285571,0,61475414,0,61960985,132638582,5726598,0,0,,0,16115605,3807170,-7833817,17815556,4360975,22176531,154815113
217,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800106884,DUGOTEX S.A. EN REORGANIZACION,2018-12-31,"C1410 - Confección de prendas de vestir, excepto prendas de piel",01. SOCIEDAD ANÓNIMA,CALLE 64 C 88 A 19,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,11480759,39755603,40657196,2030748,0,21659,0,0,93945965,0,93945965,0,43739694,0,0,1832781,0,0,0,0,53608,12098594,2870562,0,60595239,154541204,0,0,0,35744388,15493948,1743413,11192216,64173965,0,64173965,0,0,0,200000,285571,0,61379418,0,61864989,126038954,5726598,0,0,,0,15786140,3807170,-2604574,22715334,5786916,28502250,154541204
218,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800114672,INFORMATICA & TECNOLOGIA STEFANINI SA,2018-12-31,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,01. SOCIEDAD ANÓNIMA,CALLE 122 # 23 - 46 PISO 5,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,6876091,25918763,98871,343795,,,132870,,33370390,,33370390,,5346895,,497549,,,,,,,102032,,,5946476,39316866,4355856,,4355856,2324187,3579919,2403402,,12663364,,12663364,,,,,155962,,2213089,,2369051,15032415,2094586,,,,118274,517345,10672350,9666676,23069231,1215220,24284451,39316866
219,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800114672,INFORMATICA & TECNOLOGIA STEFANINI SA,2018-12-31,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,01. SOCIEDAD ANÓNIMA,CALLE 122 # 23 - 46 PISO 5,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,3278617,20230234,53098,2017870,,,321109,,25900928,,25900928,,1914727,,916572,,,,,,,,,,2831299,28732227,3891340,,3891340,1750521,3404937,802477,,9849275,,9849275,,,,,767933,,353970,,1121903,10971178,2094586,,,,145059,260432,11966340,2323922,16790339,970710,17761049,28732227
220,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800125872,KERALTY S A S,2018-12-31,M7010 - Actividades de administración empresarial,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,AC 100 NO. 11B-67,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,466134632,560522108,9644790,32086400,,159292279,,,1227680209,,1227680209,12133694,676536462,,111005000,104255352,,148917350,,29570396,,11226556,,,1093644810,2321325019,58170317,3113227,61283544,1060940427,98907756,159722852,46132854,1426987433,,1426987433,5263689,7778900,13042589,50674801,,7989549,334649230,,406356169,1833343602,2999880,,,,,32943881,293663860,-31916555,297691066,190290351,487981417,2321325019
221,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800125872,KERALTY S A S,2018-12-31,M7010 - Actividades de administración empresarial,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,AC 100 NO. 11B-67,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,305419569,417929109,5706995,34843205,,130635510,,,894534388,141604606,894534388,6601112,588348082,,83110901,72853083,,125219451,,59825045,,13363531,,,949321205,1843855593,49859811,3026565,52886376,831676033,70177099,124171302,40884730,1119795540,107251316,1119795540,4717003,4946757,9663760,40985574,55239221,8186571,236128499,,350203625,1469999165,2999880,,,,,10939068,202403091,-30596108,185745931,188110497,373856428,1843855593
222,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800127132,FEILO SYLVANIA COLOMBIA S.A.,2018-12-31,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,01. SOCIEDAD ANÓNIMA,CALLE 57 B SUR No 72 A 23,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,3556477,15085211,32304119,,,,,,50945807,,50945807,,13757193,,,,,9001937,,1134173,,212501,,,24105804,75051611,,3309238,3309238,6024515,3782773,,,13116526,,13116526,,70874,70874,,1822629,,,,1893503,15010029,1998548,17247094,,,,,5818523,34977417,60041582,,60041582,75051611
223,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800127132,FEILO SYLVANIA COLOMBIA S.A.,2018-12-31,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,01. SOCIEDAD ANÓNIMA,CALLE 57 B SUR No 72 A 23,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,2710816,18933057,16927195,,,,,,38571068,,38571068,,14140607,,,,,15548847,,1774303,,212501,,,31676258,70247326,,1149703,1149703,6719719,2542822,,,10412244,,10412244,,21884,21884,,2051681,,,,2073565,12485809,1998548,17247094,,,,,5818533,32697342,57761517,,57761517,70247326
224,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800128867,OPTION S.A.,2018-12-31,G4690 - Comercio al por mayor no especializado,01. SOCIEDAD ANÓNIMA,AUT BOGOTA-MEDELLIN KM 1 VIA SIBERIA CENTRO EMPRESARIAL LOS ROBLES BODEGA 5,CUNDINAMARCA,COTA-CUNDINAMARCA,Periodo Actual,321995,5519870,6885160,2463971,,,218487,,15409483,,15409483,,413194,,1416667,6990108,,,,130975,,,,,8950944,24360427,,,,1675603,928277,10657435,435230,13696545,,13696545,,,,,39314,,503744,,543058,14239603,543750,1785250,,,,,406237,7385587,10120824,0,10120824,24360427
225,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800128867,OPTION S.A.,2018-12-31,G4690 - Comercio al por mayor no especializado,01. SOCIEDAD ANÓNIMA,AUT BOGOTA-MEDELLIN KM 1 VIA SIBERIA CENTRO EMPRESARIAL LOS ROBLES BODEGA 5,CUNDINAMARCA,COTA-CUNDINAMARCA,Periodo Anterior,938986,7215370,9248894,2044917,,2745,245882,,19696794,,19696794,,511600,,1616667,6990108,,,,58585,,,,,9176960,28873754,,,,2118210,1079787,13300202,367423,16865622,,16865622,,,,,,,676779,,676779,17542401,543750,1406250,,,,,406237,8418739,10774976,556377,11331353,28873754
226,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800130149,SUPERTEX S.A.,2018-12-31,"C1410 - Confección de prendas de vestir, excepto prendas de piel",01. SOCIEDAD ANÓNIMA,CARRERA 35 10 707 ACOPI,VALLE,YUMBO-VALLE,Periodo Actual,3552534,35442170,25676582,,,54243,1138350,,65863879,,65863879,,14222753,,540,2727765,,17318,,993685,,,,,17962061,83825940,910750,,910750,19827701,1922076,40765939,1040042,64466508,,64466508,,,,,310373,,1430000,,1740373,66206881,3472000,5438103,0,,34963,0,1618119,6953987,17517172,101887,17619059,83825940
227,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800130149,SUPERTEX S.A.,2018-12-31,"C1410 - Confección de prendas de vestir, excepto prendas de piel",01. SOCIEDAD ANÓNIMA,CARRERA 35 10 707 ACOPI,VALLE,YUMBO-VALLE,Periodo Anterior,1786727,15227993,25240377,0,0,0,1005805,0,43260902,,43260902,,11876368,0,0,2626442,0,17318,0,5016,0,0,0,0,14525144,57786046,798679,0,798679,3062277,966471,29822146,1733794,36383367,0,36383367,0,0,0,,19847,,1180813,0,1200660,37584027,3472000,5438103,0,,0,0,8791232,2369493,20070828,131191,20202019,57786046
228,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800133807,SCANDINAVIA PHARMA LTDA,2018-12-31,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",03. SOCIEDAD LIMITADA,Calle 106 18A 45,BOGOTA D.C.,USAQUEN-BOGOTA D.C.,Periodo Actual,1868346,60986563,78027024,4050712,,,306868,,145239513,,145239513,,12635264,,49885715,31842253,,62279,,2222494,,,,,96648005,241887518,2153657,2010262,4163919,68552456,344999,33145398,,106206772,,106206772,,,,,19346014,,,,19346014,125552786,14000000,57059805,,,,,5730027,39544900,116334732,,116334732,241887518
229,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800133807,SCANDINAVIA PHARMA LTDA,2018-12-31,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",03. SOCIEDAD LIMITADA,Calle 106 18A 45,BOGOTA D.C.,USAQUEN-BOGOTA D.C.,Periodo Anterior,2664186,40793468,85682937,4079503,,,521197,,133741291,,133741291,,12950273,,54042857,31842253,,57186,,1688890,,,,,100581459,234322750,1610697,1424895,3035592,61478760,2900462,32150992,75258,99641064,,99641064,,,,,21450892,,29144,,21480036,121121100,14000000,57059805,,,,,5559434,36582411,113201650,,113201650,234322750
230,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800136505,DATECSA SA,2018-12-31,"G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática",01. SOCIEDAD ANÓNIMA,CALLE 15 No. 29A 11 MOD C PARQUE LOGISTICO SERVICOMEX,VALLE,YUMBO-VALLE,Periodo Actual,5667180,25666459,23358514,,,794552,834424,,56321129,,56321129,,32560747,,166858,,,,,15516419,,,690924,,48934948,105256077,2210765,1375129,3585894,17165864,2643441,10846369,4633138,38874706,,38874706,,,,,11603567,,27476365,920645,40000577,78875283,7266540,,,,,61533,2342486,16174052,25844611,536183,26380794,105256077
231,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800136505,DATECSA SA,2018-12-31,"G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática",01. SOCIEDAD ANÓNIMA,CALLE 15 No. 29A 11 MOD C PARQUE LOGISTICO SERVICOMEX,VALLE,YUMBO-VALLE,Periodo Anterior,4878113,26717555,19443427,,,742465,834921,,52616481,,52616481,,30083359,,203081,,,,,15727963,,,772301,,46786704,99403185,1994622,948564,2943186,15240444,2391014,14916660,4727680,40218984,,40218984,,,,,11135970,,24028189,1543863,36708022,76927006,5284756,,,,,61533,3950682,12445098,21742069,734110,22476179,99403185
