,punto de entrada,formulario,NIT,Razón social de la sociedad,Fecha de Corte,Clasificación Industrial Internacional Uniforme Versión 4 A.C (CIIU),Tipo societario,Dirección de notificación judicial registrada en Cámara de Comercio,Departamento de la dirección del domicilio,Ciudad de la dirección del domicilio,Periodo,Efectivo y equivalentes al efectivo,Cuentas comerciales por cobrar y otras cuentas por cobrar corrientes,Inventarios corrientes,"Activos por impuestos corrientes, corriente",Activos biológicos corrientes,Otros activos financieros corrientes,Otros activos no financieros corrientes,Activos corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo dicha garantía colateral,Total activos corrientes distintos de los activos no corrientes o grupo de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos corrientes totales,Propiedad de inversión,"Propiedades, planta y equipo",Plusvalía,Activos intangibles distintos de la plusvalía,Inversiones contabilizadas utilizando el método de la participación,Activos biológicos no corrientes,Cuentas comerciales por cobrar y otras cuentas por cobrar no corrientes,Inventarios no corrientes,Activos por impuestos diferidos,"Activos por impuestos corrientes, no corriente",Otros activos financieros no corrientes,Otros activos no financieros no corrientes,Activos no corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo la garantía colateral,Total de activos no corrientes,Total de activos,Provisiones corrientes por beneficios a los empleados,Otras provisiones corrientes,Total provisiones corrientes,Cuentas por pagar comerciales y otras cuentas por pagar,"Pasivos por impuestos corrientes, corriente",Otros pasivos financieros corrientes,Otros pasivos no financieros corrientes,Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos corrientes totales,Provisiones no corrientes por beneficios a los empleados,Otras provisiones no corrientes,Total provisiones no corrientes,Cuentas comerciales por pagar y otras cuentas por pagar no corrientes,Pasivo por impuestos diferidos,"Pasivos por impuestos corrientes, no corriente",Otros pasivos financieros no corrientes,Otros pasivos no financieros no corrientes,Total de pasivos no corrientes,Total pasivos,Capital emitido,Prima de emisión,Acciones propias en cartera,Inversión suplementaria al capital asignado,Otras participaciones en el patrimonio,Superavit por revaluación,Otras reservas,Ganancias acumuladas,Total patrimonio atribuible a propietarios de la controladora,Participaciones no controladoras,Patrimonio total,Total de patrimonio y pasivos
342,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",813000008,ATP INGENIERIA SAS EN REORGANIZACION,2020-12-31,B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 7 BIS A N° 124-69,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,6369563,4688002,1206223,1584921,,,2038625,,15887334,,15887334,805007,45152240,,4568595,0,,4054930,457533,239639,,,176068,,55454012,71341346,507895,,507895,3497577,2624390,170382,77071,6877315,,6877315,0,0,0,21818452,2856962,10399002,8300591,94414,43469421,50346736,6650000,0,0,0,0,13473539,1288057,-632476,20779120,215490,20994610,71341346
343,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",813000008,ATP INGENIERIA SAS EN REORGANIZACION,2020-12-31,B0910 - Actividades de apoyo para la extracción de petróleo y de gas natural,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 7 BIS A N° 124-69,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,1322460,10134353,1484650,6404927,0,0,1384261,0,20730651,0,20730651,805007,43190101,0,1353333,9481,0,2103858,311714,962841,5531,0,673303,0,49415169,70145820,597608,,597608,2428890,8121274,386093,94399,11628264,,11628264,0,0,0,12993790,2690151,6155257,8700702,0,30539900,42168164,6650000,0,0,0,0,13437873,1288057,7518670,28894600,-916944,27977656,70145820
344,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",813003433,CONSTRUCTORA DISARCO S.A.S.,2020-12-31,F4290 - Construcción de otras obras de ingeniería civil,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 7 155C 20 T E OF 1401 ED NORTH,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,4644832,8848625,8963085,,,,226879,,22683421,,22683421,437569,1432355,,311775,247407,,151003,1293184,,,268801,,,4142094,26825515,138489,,138489,1077257,64588,4469977,5806410,11556721,,11556721,,,,,43220,,8566490,,8609710,20166431,1168500,,,,,146325,502922,4351039,6168786,490298,6659084,26825515
345,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",813003433,CONSTRUCTORA DISARCO S.A.S.,2020-12-31,F4290 - Construcción de otras obras de ingeniería civil,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 7 155C 20 T E OF 1401 ED NORTH,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,1315728,8082170,13498555,,,,318184,,23214637,,23214637,437569,1527202,,507152,212240,,84421,3417985,,,195870,,,6382439,29597076,151074,,151074,1396207,78459,7646148,1380570,10652458,,10652458,,,,,42173,,12927271,,12969444,23621902,1168500,,,,,146325,403869,3791892,5510586,464588,5975174,29597076
346,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",813003663,OMNILIFE MANUFACTURA DE COLOMBIA S.A.S.,2020-12-31,C1089 - Elaboración de otros productos alimenticios n.c.p.,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,ZONA FCA PERMANENTE DEL CAUCA ET 1 LOTE 1 VDA LA SOFIA,CAUCA,GUACHENE-CAUCA,Periodo Actual,47359990,17108788,29560874,76897,,,,,94106549,,94106549,,36969566,,,,,,,1716422,,,,,38685988,132792537,1160082,1542569,2702651,31543130,8654811,,1749116,44649708,,44649708,,,,2122374,,,445107,6952274,9519755,54169463,315900,,,,,,-11030986,67880875,57165789,21457285,78623074,132792537
347,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",813003663,OMNILIFE MANUFACTURA DE COLOMBIA S.A.S.,2020-12-31,C1089 - Elaboración de otros productos alimenticios n.c.p.,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,ZONA FCA PERMANENTE DEL CAUCA ET 1 LOTE 1 VDA LA SOFIA,CAUCA,GUACHENE-CAUCA,Periodo Anterior,25242177,11153484,23329888,,,111531,,,59837080,,59837080,,34160131,,,,,,,395279,,,,,34555410,94392490,1173531,479211,1652742,17470843,5848751,429457,1276940,26678733,,26678733,,1056421,1056421,2691772,,,,6580301,10328494,37007227,315900,,,,,,-13954020,55200253,41562133,15823130,57385263,94392490
348,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",815001802,MADERKIT SA,2020-12-31,C3110 - Fabricación de muebles,01. SOCIEDAD ANÓNIMA,CALLE 20 No. 20-551 ANTIGUA VIA CALI YUMBO,VALLE,YUMBO-VALLE,Periodo Actual,643153,16485921,10646619,233267,0,0,1929948,0,29938908,0,29938908,0,22119497,0,156645,0,0,0,0,2841144,0,0,62355,0,25179641,55118549,1147060,304324,1451384,6514298,656829,8502856,0,17125367,0,17125367,0,0,0,0,3265759,0,5420526,44938,8731223,25856590,4691411,2174250,0,0,1742361,6111975,9493005,5048957,29261959,0,29261959,55118549
349,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",815001802,MADERKIT SA,2020-12-31,C3110 - Fabricación de muebles,01. SOCIEDAD ANÓNIMA,CALLE 20 No. 20-551 ANTIGUA VIA CALI YUMBO,VALLE,YUMBO-VALLE,Periodo Anterior,280037,13655238,12007296,1555578,0,0,448547,0,27946696,0,27946696,0,20295854,0,168058,0,0,0,0,1777241,0,0,85590,0,22326743,50273439,1026351,151057,1177408,5382513,818440,10243693,0,17622054,0,17622054,0,0,0,0,2559033,0,5166279,69506,7794818,25416872,4691411,2174250,0,0,0,6111975,8969925,2908769,24856330,237,24856567,50273439
350,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",817006230,CARTONERA NACIONAL SA,2020-12-31,"C1702 - Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón",01. SOCIEDAD ANÓNIMA,ZONA FRANCA PERMANENTE CONJUNTO INDUSTRIAL PARQUE SUR,CAUCA,VILLA-RICA-CAUCA,Periodo Actual,3074317,45600861,24985059,8632587,,,137876,,82430700,106750,82537450,,76968244,,10318935,,,,,,,,,,87287179,169824629,1250157,,1250157,38555169,4294687,17611811,1327514,63039338,,63039338,,,,,2604476,,38456465,,41060941,104100279,19041251,16270279,,,,,11152184,19260636,65724350,,65724350,169824629
351,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",817006230,CARTONERA NACIONAL SA,2020-12-31,"C1702 - Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón",01. SOCIEDAD ANÓNIMA,ZONA FRANCA PERMANENTE CONJUNTO INDUSTRIAL PARQUE SUR,CAUCA,VILLA-RICA-CAUCA,Periodo Anterior,6403472,40625190,27461982,13705398,,,120937,,88316979,639854,88956833,,80303716,,11395923,,,,,,,,,,91699639,180656472,1002689,,1002689,61105869,4445857,10076706,6932218,83563339,,83563339,,,,,1150775,,44100473,,45251248,128814587,19041251,16270279,,,,,11008522,5521833,51841885,,51841885,180656472
352,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",819004712,C.I. TEQUENDAMA S.A.S.,2020-12-31,C1030 - Elaboración de aceites y grasas de origen vegetal y animal,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CRA 1C #22-58 PISO 11 EDIFICIO BAHIA CENTRO,MAGDALENA,SANTA-MARTA-MAGDALENA,Periodo Actual,4918419,270946535,53158788,28694551,,98232,,,357816525,,357816525,,211835508,,1399422,,44026907,121305556,,7985955,,122296637,1812467,,510662452,868478977,4395719,,4395719,160927309,4897219,55733392,167696204,393649843,,393649843,,,,113965825,27133066,,183174481,,324273372,717923215,249026,12545420,,,,164407631,124513,-38118948,139207642,11348120,150555762,868478977
353,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",819004712,C.I. TEQUENDAMA S.A.S.,2020-12-31,C1030 - Elaboración de aceites y grasas de origen vegetal y animal,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CRA 1C #22-58 PISO 11 EDIFICIO BAHIA CENTRO,MAGDALENA,SANTA-MARTA-MAGDALENA,Periodo Anterior,5896379,193866571,53782991,14358490,,114940,,,268019371,,268019371,,209852327,,1460746,,42661920,126790294,,21430,,117728830,1153908,,499669455,767688826,3886817,,3886817,145615359,4880207,96238491,88914718,339535592,,339535592,,,,50984110,0,,204542491,,255526601,595062193,249026,12545420,,,,182742251,124513,-33087290,162573920,10052713,172626633,767688826
354,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830000324,TELESET SAS,2020-12-31,"J5911 - Actividades de producción de películas cinematográficas, videos, programas, anuncios y comerciales de televisión",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CRA 11 94A 34 P 6,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,8084990,53652990,4465508,43694263,,,,,109897751,,109897751,,5234772,,,35712,,,,923525,,,,,6194009,116091760,,,,81046708,1163873,3453507,,85664088,,85664088,554623,608888,1163511,0,10565,,,32617981,33792057,119456145,2364430,444880,,,,,1249485,-7423180,-3364385,,-3364385,116091760
355,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830000324,TELESET SAS,2020-12-31,"J5911 - Actividades de producción de películas cinematográficas, videos, programas, anuncios y comerciales de televisión",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CRA 11 94A 34 P 6,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,8171662,5733354,40958804,46219893,,,,,101083713,,101083713,,3609133,,,108153,,,,473155,,,,,4190441,105274154,,,,54712172,3172749,,,57884921,,57884921,435724,263639,699363,,283957,,,24552141,25535461,83420382,2498970,444880,,,,,1249485,17660437,21853772,,21853772,105274154
356,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830001114,FEPCO ZONA FRANCA SAS,2020-12-31,C2829 - Fabricación de otros tipos de maquinaria y equipo de uso especial n.c.p.,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Carrera 106 no 15-25 bodega 51-54,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,41181350,23786601,33731157,988379,,,592599,,100280086,,100280086,,56604368,,141522,,,,,163924,,,,,56909814,157189900,2064378,701824,2766202,11683387,916696,2444142,715933,18526360,,18526360,,0,0,32490991,6137481,,1362741,,39991213,58517573,32482000,,,,,19354325,32828653,14024514,98689492,-17165,98672327,157189900
357,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830001114,FEPCO ZONA FRANCA SAS,2020-12-31,C2829 - Fabricación de otros tipos de maquinaria y equipo de uso especial n.c.p.,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Carrera 106 no 15-25 bodega 51-54,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,24756452,37557115,34037624,26192,,,375034,,96752417,,96752417,,58145288,,108801,,,,,64010,,,,,58318099,155070516,2058474,1458851,3517325,14586955,859454,5069071,246292,24279097,,24279097,,115025,115025,32888147,5852207,,409638,,39265017,63544114,32482000,,,,,19646407,19584908,19830109,91543424,-17022,91526402,155070516
358,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830002366,BIMBO DE COLOMBIA S A,2020-12-31,C1081 - Elaboración de productos de panadería,01. SOCIEDAD ANÓNIMA,CALLE 22 A No 68 - 97,CUNDINAMARCA,TENJO-CUNDINAMARCA,Periodo Actual,31370605,55583668,29606462,13535489,,5650104,2726661,,138472989,,138472989,,512914112,,29413330,,,755191,,1129938,,,,,544212571,682685560,24944654,2749346,27694000,112867242,11509450,4021914,15127051,171219657,,171219657,4354665,,4354665,,,,117741421,42592896,164688982,335908639,58415760,149600000,,,,,93210137,45551024,346776921,,346776921,682685560
359,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830002366,BIMBO DE COLOMBIA S A,2020-12-31,C1081 - Elaboración de productos de panadería,01. SOCIEDAD ANÓNIMA,CALLE 22 A No 68 - 97,CUNDINAMARCA,TENJO-CUNDINAMARCA,Periodo Anterior,19016234,46559079,27686294,17859000,,4569031,1329000,,117018638,,117018638,,471682321,,27012901,,,1006921,,5331000,,52059818,,,557092961,674111599,21284116,2927000,24211116,93003164,8576000,734000,16215361,142739641,,142739641,2529319,,2529319,,,,153066420,37575174,193170913,335910554,58415760,149600000,,,,,91517682,38667603,338201045,,338201045,674111599
360,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830006505,BRANDCONNECTION S A S,2020-12-31,M7310 - Publicidad,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Cl 100 No 7A 81 Piso 5,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,48522257,252638908,,16448307,,,,,317609472,,317609472,,6691877,,,,,,,574838,,42408665,,,49675380,367284852,,,,283589105,,43966357,38114778,365670240,,365670240,,,,3390753,0,,13262205,225423,16878381,382548621,2500000,51731213,,,,,408245,-69903227,-15263769,,-15263769,367284852
361,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830006505,BRANDCONNECTION S A S,2020-12-31,M7310 - Publicidad,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Cl 100 No 7A 81 Piso 5,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,17541309,220952734,,8820404,,8290239,,,255604686,,255604686,,2546349,,,,,,,974000,,1603185,,,5123534,260728220,,,,209164805,,31111784,38497851,278774440,,278774440,,,,0,2653130,,599550,1994470,5247150,284021590,1988456,3963839,,,,,406808,-29652473,-23293370,,-23293370,260728220
362,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830007073,OBCIPOL S A S,2020-12-31,F4290 - Construcción de otras obras de ingeniería civil,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 37 64 140,SANTANDER,BARRANCABERMEJA-SANTANDER,Periodo Actual,3875990,6122148,4405,122661,,3629042,1336739,,15090985,,15090985,4482404,5807148,,25391,,,1938733,,,,18000,6456115,,18727791,33818776,,,,1084935,292459,587080,240447,2204921,,2204921,,,,72857,223417,,1962343,240310,2498927,4703848,2045000,,,,,,207732,26853980,29106712,8216,29114928,33818776
363,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830007073,OBCIPOL S A S,2020-12-31,F4290 - Construcción de otras obras de ingeniería civil,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 37 64 140,SANTANDER,BARRANCABERMEJA-SANTANDER,Periodo Anterior,5532743,2677649,729619,1086772,,3537910,824530,,14389223,,14389223,3797325,7034781,,30609,,,4363653,,,,18000,6456115,,21700483,36089706,,,,1684846,309486,56363,562505,2613200,,2613200,,,,0,118459,,4026252,0,4144711,6757911,2045000,,,,,,423790,26852749,29321539,10256,29331795,36089706
364,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830010337,SANOFI - AVENTIS DE COLOMBIA S A,2020-12-31,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",01. SOCIEDAD ANÓNIMA,Tv 23 N 97-73 P 9,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,11596670,270975301,143586356,12375321,,1267239,465001,,440265888,,440265888,,59762387,2775699,23033176,,,2962443,,31848741,,,13926956,,134309402,574575290,7986829,4962821,12949650,152322224,7418,,4479326,169758618,,169758618,4913992,,4913992,,,,,9770412,14684404,184443022,65836141,37405562,,,,,127358829,158599956,389200488,931780,390132268,574575290
365,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830010337,SANOFI - AVENTIS DE COLOMBIA S A,2020-12-31,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",01. SOCIEDAD ANÓNIMA,Tv 23 N 97-73 P 9,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,18248214,277191947,152742956,1808359,,,115052,,450106528,,450106528,,48016539,2775699,31094510,,,2681219,,37833239,,8929088,,,131330294,581436822,5347437,9782489,15129926,195365358,59450,,3704054,214258788,,214258788,5734998,,5734998,,,,,4847915,10582913,224841701,65836141,37405562,,,,,104923885,147518840,355684428,910693,356595121,581436822
366,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830016046,AVANTEL S.A.S. EN REORGANIZACION,2020-12-31,J6120 - Actividades de telecomunicaciones inalámbricas,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,TV 23 No 95 53 EDIFICIO ECOTEK,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,53807000,29700000,22234000,69844000,0,696000,11771000,0,188052000,0,188052000,0,264298000,0,1450180000,0,0,0,0,7337000,0,69837000,123808000,0,1915460000,2103512000,8281000,17513000,25794000,129075000,31861000,594227000,35040000,815997000,0,815997000,0,28240000,28240000,73569000,0,0,839528000,99903000,1041240000,1857237000,16411000,2050845000,0,0,8674000,0,0,-1829655000,246275000,0,246275000,2103512000
367,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830016046,AVANTEL S.A.S. EN REORGANIZACION,2020-12-31,J6120 - Actividades de telecomunicaciones inalámbricas,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,TV 23 No 95 53 EDIFICIO ECOTEK,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,1
368,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830016488,DANISCO COLOMBIA LTDA,2020-12-31,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,03. SOCIEDAD LIMITADA,AV CL 116 7 15 P 6 OF 601 TO CUSEZAR,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,7151209,18967819,11301843,,,,,,37420871,,37420871,,7058346,,,,,53453,,,,,,,7111799,44532670,,1123615,1123615,14173673,1289731,1189506,,17776525,,17776525,,,,,,248766,1326512,,1575278,19351803,4524200,,,,,,13173670,7482997,25180867,,25180867,44532670
369,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830016488,DANISCO COLOMBIA LTDA,2020-12-31,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,03. SOCIEDAD LIMITADA,AV CL 116 7 15 P 6 OF 601 TO CUSEZAR,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,7769453,21734812,12407784,,,5170968,,,47083017,,47083017,,1859419,,,,,57681,,,163123,,,,2080223,49163240,,830751,830751,14886079,1031551,,1892364,18640745,,18640745,,,,,,,3334893,,3334893,21975638,4524200,,,,,,13102750,9560652,27187602,,27187602,49163240
370,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830022634,LA RIVIERA S.A.S.,2020-12-31,"G4773 - Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 81 N 11 94,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,48251271,1137959,46790465,3056906,0,2242,0,,99238843,,99238843,13966382,258398463,0,36495,,,21256878,,7625220,,,464131,,301747569,400986412,,1660110,1660110,32159981,477619,,1119277,35416987,,35416987,,,,90903374,60071786,,,442639,151417799,186834786,74703271,16601040,,,,,,122847315,214151626,,214151626,400986412
371,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830022634,LA RIVIERA S.A.S.,2020-12-31,"G4773 - Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 81 N 11 94,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,48785581,944173,55299619,2927120,0,27902,0,,107984395,,107984395,14292114,265106580,0,85002,,,21053312,,4474636,,,791808,,305803452,413787847,,228278,228278,32516588,645512,,1550113,34940491,,34940491,,,,83952283,60420959,,,731808,145105050,180045541,74703271,16601040,,,,,,142437995,233742306,,233742306,413787847
372,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830026818,ANCLA Y VIENTO SAS,2020-12-31,G4631 - Comercio al por mayor de productos alimenticios,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,KR 116 N 22 H 31,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,10135551,22551306,15027318,1762779,2548574,6154794,6749595,,64929917,,64929917,328287,2293860,,1543101,,,29899498,,332290,,,,,34397036,99326953,590252,,590252,11362695,875615,1690508,2125469,16644539,,16644539,427313,,427313,38081055,,531694,34626871,2332,73669265,90313804,3465055,,,,,,5511999,36095,9013149,0,9013149,99326953
373,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830026818,ANCLA Y VIENTO SAS,2020-12-31,G4631 - Comercio al por mayor de productos alimenticios,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,KR 116 N 22 H 31,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,1234619,16844522,16518304,2009938,1697674,0,2484080,,40789137,,40789137,328287,3081011,,361511,,,,,405725,,83659,,,4260193,45049330,451048,,451048,7133174,2454779,18120921,133893,28293815,,28293815,,,,,,,3076451,8826,3085277,31379092,3465051,,,,,,6517057,3688130,13670238,,13670238,45049330
374,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830027231,ROCSA COLOMBIA S.A,2020-12-31,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",01. SOCIEDAD ANÓNIMA,PARQ IND LOGIKA II AUTOP MEDELLIN COSTADO SUR KM 5.7 BG 1,CUNDINAMARCA,TENJO-CUNDINAMARCA,Periodo Actual,25813456,77097304,67839512,2131025,,1542304,,,174423601,,174423601,,18749600,,35480669,,,2699229,,,,5396170,,,62325668,236749269,,,,74942915,1992910,71231535,1759541,149926901,,149926901,,,,,,516453,36621056,,37137509,187064410,4708570,31491399,,,365842,,3043288,10075759,49684858,1,49684859,236749269
375,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830027231,ROCSA COLOMBIA S.A,2020-12-31,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",01. SOCIEDAD ANÓNIMA,PARQ IND LOGIKA II AUTOP MEDELLIN COSTADO SUR KM 5.7 BG 1,CUNDINAMARCA,TENJO-CUNDINAMARCA,Periodo Anterior,34799050,64437000,59523696,5443960,,6995503,,,171199209,,171199209,,18137138,,47961133,,,999713,,,,5880606,,,72978590,244177799,,,,45675851,504683,105181984,1318682,152681200,,152681200,,,,,,6355257,35872052,,42227309,194908509,4708570,31491399,,,522994,,3043288,9503038,49269289,1,49269290,244177799
376,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830031632,INFOMEDIA SERVICE S.A.,2020-12-31,J6190 - Otras actividades de telecomunicaciones,01. SOCIEDAD ANÓNIMA,"KM 1.5 VIA SIBERIA - COTA, PARQUE INDUSTRIAL POTRERO CHICO, PARQUE EMPRESARIAL SAN MIGUEL BOD 2A",CUNDINAMARCA,COTA-CUNDINAMARCA,Periodo Actual,780156,6748826,11436566,1104962,,60865,16063,,20147438,,20147438,,14873758,,7332191,3318,,,2169488,605443,,,,,24984198,45131636,352780,,352780,6704870,985294,1251522,781,9295247,,9295247,,,,,2002722,,19758404,,21761126,31056373,2585383,,,,,8895421,549492,2044967,14075263,,14075263,45131636
