,punto de entrada,formulario,NIT,Razón social de la sociedad,Fecha de Corte,Clasificación Industrial Internacional Uniforme Versión 4 A.C,Tipo societario,Dirección de notificación judicial registrada en Cámara de Comercio,Departamento de la dirección del domicilio,Ciudad de la dirección del domicilio,Periodo,Efectivo y equivalentes al efectivo,Cuentas comerciales por cobrar y otras cuentas por cobrar corrientes,Inventarios corrientes,"Activos por impuestos corrientes, corriente",Activos biológicos corrientes,Otros activos financieros corrientes,Otros activos no financieros corrientes,Activos corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo dicha garantía colateral,Total activos corrientes distintos de los activos no corrientes o grupo de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos corrientes totales,Propiedad de inversión,"Propiedades, planta y equipo",Plusvalía,Activos intangibles distintos de la plusvalía,Inversiones contabilizadas utilizando el método de la participación,Activos biológicos no corrientes,Cuentas comerciales por cobrar y otras cuentas por cobrar no corrientes,Inventarios no corrientes,Activos por impuestos diferidos,"Activos por impuestos corrientes, no corriente",Otros activos financieros no corrientes,Otros activos no financieros no corrientes,Activos no corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo la garantía colateral,Total de activos no corrientes,Total de activos,Provisiones corrientes por beneficios a los empleados,Otras provisiones corrientes,Total provisiones corrientes,Cuentas por pagar comerciales y otras cuentas por pagar,"Pasivos por impuestos corrientes, corriente",Otros pasivos financieros corrientes,Otros pasivos no financieros corrientes,Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos corrientes totales,Provisiones no corrientes por beneficios a los empleados,Otras provisiones no corrientes,Total provisiones no corrientes,Cuentas comerciales por pagar y otras cuentas por pagar no corrientes,Pasivo por impuestos diferidos,"Pasivos por impuestos corrientes, no corriente",Otros pasivos financieros no corrientes,Otros pasivos no financieros no corrientes,Total de pasivos no corrientes,Total pasivos,Capital emitido,Prima de emisión,Acciones propias en cartera,Inversión suplementaria al capital asignado,Otras participaciones en el patrimonio,Superavit por revaluación,Otras reservas,Ganancias acumuladas,Total patrimonio atribuible a propietarios de la controladora,Participaciones no controladoras,Patrimonio total,Total de patrimonio y pasivos
174,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800042972,INGENIERIA SUMINISTROS Y REPRESENTACIONES DE COLOMBIA LIMITADA,2019-12-31,G4610 - Comercio al por mayor a cambio de una retribución o por contrata,03. SOCIEDAD LIMITADA,CL 41 21 32,SANTANDER,BUCARAMANGA-SANTANDER,Periodo Actual,75607,10641128,2170495,1916991,0,0,1037560,0,15841781,0,15841781,19874434,19728511,0,92823,0,0,279783,0,0,0,149202,0,0,40124753,55966534,451510,56143,507653,2997574,67014,4186912,184876,7944029,0,7944029,53425,0,53425,670853,2053390,,7059211,749672,10586551,18530580,6200000,0,0,0,,25385249,2736025,3114680,37435954,,37435954,55966534
175,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800042972,INGENIERIA SUMINISTROS Y REPRESENTACIONES DE COLOMBIA LIMITADA,2019-12-31,G4610 - Comercio al por mayor a cambio de una retribución o por contrata,03. SOCIEDAD LIMITADA,CL 41 21 32,SANTANDER,BUCARAMANGA-SANTANDER,Periodo Anterior,604326,10835407,2635693,1058772,0,0,29613,0,15163811,0,15163811,19787454,19295123,0,127552,0,0,338427,0,0,0,130797,0,0,39679353,54843164,365475,0,365475,1721196,55866,4563921,286661,6993119,0,6993119,39720,0,39720,1846211,2017009,,7628284,848530,12379754,19372873,6200000,0,0,0,,25062521,2593705,1614065,35470291,,35470291,54843164
176,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800046226,HEINSOHN BUSINESS TECHNOLOGY S.A.,2019-12-31,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,01. SOCIEDAD ANÓNIMA,CR 13 82 49 P 6,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,14266044,23717614,3195402,,,7190,881164,,42067414,,42067414,,2896164,,2091,2558413,,,432181,475356,,2100000,30000,,8494205,50561619,3904037,,3904037,7316459,3891927,900915,8022466,24035804,,24035804,135123,,135123,316500,254873,,40732,61872,809100,24844904,2809784,,,,,42159,13609214,9102990,25564147,152568,25716715,50561619
177,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800046226,HEINSOHN BUSINESS TECHNOLOGY S.A.,2019-12-31,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,01. SOCIEDAD ANÓNIMA,CR 13 82 49 P 6,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,10280222,20720231,3522021,,,,336879,,34859353,,34859353,,1684978,,19472,2505222,,,3804588,169584,,,38678,,8222522,43081875,3252712,,3252712,5578941,3671211,125165,7636685,20264714,,20264714,,,,336833,545712,,98724,,981269,21245983,2809784,,,,,22348,12156757,6686972,21675861,160031,21835892,43081875
178,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800047031,DURATEX S.A.,2019-12-31,"C1620 - Fabricación de hojas de madera para enchapado; fabricación de tableros contrachapados, tableros laminados, tableros de partículas y otros tableros y paneles",01. SOCIEDAD ANÓNIMA,Calle 16 # 55-129 Centro Comercial de Moda Piso 5,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Actual,150253066,30207510,47080399,,4741772,,,,232282747,,232282747,19557678,260131514,,419463,,48432050,1717506,,4073561,,8127592,,,342459364,574742111,2257666,,2257666,34795081,8545255,76515,27648972,73323489,,73323489,,1017000,1017000,,29402457,,47398,7872251,38339106,111662595,47410196,102471790,,,,,134704635,178492895,463079516,,463079516,574742111
179,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800047031,DURATEX S.A.,2019-12-31,"C1620 - Fabricación de hojas de madera para enchapado; fabricación de tableros contrachapados, tableros laminados, tableros de partículas y otros tableros y paneles",01. SOCIEDAD ANÓNIMA,Calle 16 # 55-129 Centro Comercial de Moda Piso 5,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Anterior,100676631,33345318,51229644,,2258609,,,,187510202,,187510202,19758188,267496314,,504817,,45958577,1726034,,1615711,,,,,337059641,524569843,2607646,,2607646,37765827,21094985,120007,26473564,88062029,,88062029,,1017000,1017000,,28248876,,64470,,29330346,117392375,47410196,102471790,,,,,69407240,187888242,407177468,,407177468,524569843
180,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800048943,TAGHLEEF LATIN AMERICA S.A.,2019-12-31,C2221 - Fabricación de formas básicas de plástico,01. SOCIEDAD ANÓNIMA,Km 5 Via Mamona Sector Puerta de Hierro,BOLIVAR,CARTAGENA-BOLIVAR,Periodo Actual,34883613,155563871,138423091,24782081,,16067898,2990341,,372710895,,372710895,,488219892,,3842125,,,,,211975752,,,5712478,,709750247,1082461142,3795292,2766055,6561347,165799336,2998872,0,16357510,191717065,,191717065,,3455921,3455921,,187866548,,,339601583,530924052,722641117,94123081,152814058,,,,145272072,165039540,-198092012,359156739,663286,359820025,1082461142
181,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800048943,TAGHLEEF LATIN AMERICA S.A.,2019-12-31,C2221 - Fabricación de formas básicas de plástico,01. SOCIEDAD ANÓNIMA,Km 5 Via Mamona Sector Puerta de Hierro,BOLIVAR,CARTAGENA-BOLIVAR,Periodo Anterior,17198989,148659376,151322596,51844218,,15112070,4230433,,388367682,,388367682,,516408142,,3800312,,,,,167828520,,,,,688036974,1076404656,11122847,2780649,13903496,168832094,5455317,0,49946436,238137343,,238137343,,,,,142232232,,,318684137,460916369,699053712,94123081,152814058,,,,183685619,160945794,-214956745,376611807,739137,377350944,1076404656
182,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800049489,COSMOTEXTIL SAS,2019-12-31,"G4641 - Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,KR 69 B 18 A 10,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,3155678,12262182,7610081,386422,,,,,23414363,,23414363,,739095,,6412,,,,,113720,,2359122,,,3218349,26632712,205845,,205845,1859201,525520,7422305,,10012871,,10012871,,,,,106198,,245591,736736,1088525,11101396,5872434,,,,70000,5050844,704567,704335,12402180,3129136,15531316,26632712
183,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800049489,COSMOTEXTIL SAS,2019-12-31,"G4641 - Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,KR 69 B 18 A 10,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,2927893,11231135,11554316,441039,,,,,26154383,,26154383,,769740,,5201,,,,,309297,,2266744,703351,,4054333,30208716,284417,,284417,2004134,348090,11578815,,14215456,,14215456,,,,,133544,,283883,178328,595755,14811211,5872434,,,,70000,5050844,704567,594275,12292120,3105385,15397505,30208716
184,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800065539,HOTELES ROYAL S.A.,2019-12-31,M7020 - Actividades de consultaría de gestión,01. SOCIEDAD ANÓNIMA,CALLE 99 N° 9A - 45 PISO 7,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,26127183,31108669,1453593,24441074,,211245,634764,,83976528,,83976528,,201253125,,,,,18764022,,,,,7432506,,227449653,311426181,6332683,,6332683,18295834,4889862,12852534,2518028,44888941,,44888941,1253080,,1253080,52249526,,13697963,64472226,7139189,138811984,183700925,4337238,41588139,,,,,11420956,46071585,103417918,24307338,127725256,311426181
185,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800065539,HOTELES ROYAL S.A.,2019-12-31,M7020 - Actividades de consultaría de gestión,01. SOCIEDAD ANÓNIMA,CALLE 99 N° 9A - 45 PISO 7,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,28754149,18941089,1688414,25479076,,21,2226974,,77089723,,77089723,,215804955,,,,,8350972,,,,,,,224155927,301245650,5233577,471186,5704763,29628239,6965695,13597866,3166155,59062718,,59062718,995087,,995087,35278573,,16951758,70279776,,123505194,182567912,3144154,13536223,,47589079,17972190,,11420956,-5461027,88201575,30476163,118677738,301245650
186,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800078108,MORE PRODUCTS  S.A,2019-12-31,G4690 - Comercio al por mayor no especializado,01. SOCIEDAD ANÓNIMA,AK 72 95 51 BG 13,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,2805167,15571164,23930953,1708031,,,,,44015315,,44015315,6838053,7939967,,,,,,,,,46110,,164394,14988524,59003839,,,,6986218,2914954,23863698,872406,34637276,,34637276,,,,,1021984,,5623965,,6645949,41283225,6921258,,,,,3892884,1122965,5498360,17435467,285147,17720614,59003839
187,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800078108,MORE PRODUCTS  S.A,2019-12-31,G4690 - Comercio al por mayor no especializado,01. SOCIEDAD ANÓNIMA,AK 72 95 51 BG 13,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,2961934,11277100,24959249,2102924,,,242190,,41543397,,41543397,6838053,8214633,,,,,,,,,69163,,,15121849,56665246,,,,6770388,2912579,24329696,,34012663,,34012663,267919,,267919,,591793,,4505842,,5365554,39378217,6206864,,,,,3892884,1472485,5445603,17017836,269193,17287029,56665246
188,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800080575,ONEST NEGOCIOS DE CAPITAL S.A.S.,2019-12-31,K6493 - Actividades de compra de cartera o factoring,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CARRERA 11 94A 03 PISO 7,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,5122703,4895803,0,2993285,0,0,71076,0,13082867,0,13082867,25546709,1828509,0,50845,0,0,19583213,0,16095900,0,0,90000,0,63195176,76278043,427003,0,427003,3271463,342691,20625154,3556545,28222856,0,28222856,0,0,0,0,0,0,14169637,0,14169637,42392493,200000,28832667,0,0,0,0,285934,4566949,33885550,0,33885550,76278043
189,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800080575,ONEST NEGOCIOS DE CAPITAL S.A.S.,2019-12-31,K6493 - Actividades de compra de cartera o factoring,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CARRERA 11 94A 03 PISO 7,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,7205465,12065158,0,3497673,0,0,56820,0,22825116,0,22825116,160837,4029266,0,671021,0,0,48260632,0,0,0,0,90000,0,53211756,76036872,486256,0,486256,20419809,1184808,30998702,4162608,57252183,0,57252183,0,0,0,0,0,0,33581927,0,33581927,90834110,9712093,124374917,0,0,0,0,285934,-149170184,-14797240,2,-14797238,76036872
190,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800085445,INVERSIONES JV,2019-12-31,A0145 - Cría de aves de corral,03. SOCIEDAD LIMITADA,CALLE 5 No 11-59,SANTANDER,BUCARAMANGA-SANTANDER,Periodo Actual,1228376,6665085,6063329,3717091,,975335,,,18649216,,18649216,,72041748,,,,19182317,,,4529962,,,58719,,95812746,114461962,737312,,737312,9782172,2366520,4878788,775952,18540744,,18540744,,,,23252496,7131318,,,,30383814,48924558,5272000,,,,1056943,20845348,1357694,33752924,62284909,3252495,65537404,114461962
191,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800085445,INVERSIONES JV,2019-12-31,A0145 - Cría de aves de corral,03. SOCIEDAD LIMITADA,CALLE 5 No 11-59,SANTANDER,BUCARAMANGA-SANTANDER,Periodo Anterior,904208,4393540,7169105,3966145,,1151835,,,17584833,,17584833,,66995917,,,,19412795,,,414817,,,53416,,86876945,104461778,665787,,665787,33201623,1414459,9734353,404506,45420728,,45420728,,,,785031,6643409,,,,7428440,52849168,5272000,,,,1056943,15618110,1228666,27277947,50453666,1158944,51612610,104461778
192,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800093117,ARQUITECTURA Y CONCRETO S.A.S.,2019-12-31,F4111 - Construcción de edificios residenciales,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 3 SUR # 43A - 52 OFICINA 1801,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Actual,170218089,191546785,1132713621,15574755,,,10642285,,1520695535,5461501,1526157036,168330163,165517812,,2367567,158884644,,1724890,,19782468,,,250684912,,767292456,2293449492,5113464,10342939,15456403,212455804,29382505,31625710,,288920422,,288920422,,,,284447909,41788878,,,1085588389,1411825176,1700745598,13643152,115701094,,,,66757377,262235642,134010244,592347509,356385,592703894,2293449492
193,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800093117,ARQUITECTURA Y CONCRETO S.A.S.,2019-12-31,F4111 - Construcción de edificios residenciales,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 3 SUR # 43A - 52 OFICINA 1801,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Anterior,152012974,145317796,1086712719,21347191,,,30715114,,1436105794,3631297,1439737091,131573812,68066130,,2179251,151775728,,4309028,,,,,238412027,,596315976,2036053067,14010051,14944,14024995,434367401,33034757,,,481427153,,481427153,,,,4358247,28862087,,,975893650,1009113984,1490541137,13643152,118901371,,,,66757379,243596031,102281383,545179316,332614,545511930,2036053067
194,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800106129,FORERO MOLINA SAS,2019-12-31,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,AUTOPISTA MEDELLIN KM 2 600 MTS ENTRADA VIA PARCELAS COTA,CUNDINAMARCA,COTA-CUNDINAMARCA,Periodo Actual,186232,1017885,,,,,,,1204117,,1204117,61640259,6017128,,,251974,,101576046,,1101830,,11150511,,,181737748,182941865,,,,208853,161556,,,370409,,370409,,,,22464825,27015891,,180243,,49660959,50031368,5502244,7808105,,,,84815373,27522750,3611051,129259523,3650974,132910497,182941865
195,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800106129,FORERO MOLINA SAS,2019-12-31,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,AUTOPISTA MEDELLIN KM 2 600 MTS ENTRADA VIA PARCELAS COTA,CUNDINAMARCA,COTA-CUNDINAMARCA,Periodo Anterior,880049,26111804,,,,,901,,26992754,,26992754,60521906,22441752,,,241376,,74715398,,2052824,,11090730,,,171063986,198056740,,,,228,157830,,,158058,,158058,,,,28165876,26993838,,206736,,55366450,55524508,5502244,7808105,,,,78791275,20603212,25277425,137982261,4549971,142532232,198056740
196,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800106884,DUGOTEX S.A. EN REORGANIZACION,2019-12-31,"C1410 - Confección de prendas de vestir, excepto prendas de piel",01. SOCIEDAD ANÓNIMA,CALLE 64 C 88 A 19,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,9468880,42083614,37862161,1284835,,21569,,,90721059,,90721059,,42580147,,,1832781,,142500,13054860,3027864,,,,,60638152,151359211,,,,40913811,14010056,1516867,11140708,67581442,,67581442,,,,299000,285571,,61624504,,62209075,129790517,5726598,,,,,16343069,3807170,-8521642,17355195,4213499,21568694,151359211
197,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800106884,DUGOTEX S.A. EN REORGANIZACION,2019-12-31,"C1410 - Confección de prendas de vestir, excepto prendas de piel",01. SOCIEDAD ANÓNIMA,CALLE 64 C 88 A 19,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,7254504,44122136,41981641,829235,,21569,,,94209085,,94209085,,43067124,,,1832781,,138880,12664298,2902945,,,,,60606028,154815113,,,,43494369,13735774,2338233,11109221,70677597,,70677597,,,,200000,285571,,61475414,,61960985,132638582,5726598,,,,,16115605,3807170,-7833817,17815556,4360975,22176531,154815113
198,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800110980,ACCENTURE LTDA,2019-12-31,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,03. SOCIEDAD LIMITADA,CRA 7 NO 71-52 TORRE A PISO 10,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,22936143,89443229,1900,24273721,,,3687923,,140342916,,140342916,,11144446,,,,,,,3967316,,,,,15111762,155454678,11729163,,11729163,123101354,5693095,,7276664,147800276,,147800276,,,,6274921,2028446,,,,8303367,156103643,7519851,,,,,,656810,-8825626,-648965,,-648965,155454678
199,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800110980,ACCENTURE LTDA,2019-12-31,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,03. SOCIEDAD LIMITADA,CRA 7 NO 71-52 TORRE A PISO 10,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
200,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800114672,INFORMATICA & TECNOLOGIA STEFANINI SA,2019-12-31,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,01. SOCIEDAD ANÓNIMA,CALLE 122 # 23 - 46 PISO 5,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,5469514,23819272,62485,962030,,,132363,,30445664,,30445664,,5207374,,424039,,,,,,,51466,,,5682879,36128543,3732824,,3732824,1703351,2461727,2185921,,10083823,,10083823,,,,,,,2059320,,2059320,12143143,2094586,,,,118274,533344,6620201,13364161,22730566,1254834,23985400,36128543
201,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800114672,INFORMATICA & TECNOLOGIA STEFANINI SA,2019-12-31,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,01. SOCIEDAD ANÓNIMA,CALLE 122 # 23 - 46 PISO 5,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,6876091,25918763,98871,343795,,,132870,,33370390,,33370390,,5346895,,497549,,,,,,,102032,,,5946476,39316866,4355856,,4355856,2324187,3579919,2403402,,12663364,,12663364,,,,,155962,,2213089,,2369051,15032415,2094586,,,,118274,324404,10865291,9666676,23069231,1215220,24284451,39316866
202,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800127132,FEILO SYLVANIA COLOMBIA S.A.,2019-12-31,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,01. SOCIEDAD ANÓNIMA,CALLE 57 B SUR No 72 A 23,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,1717462,17241158,36616092,,,,,,55574712,,55574712,,13471957,,,,,9198981,,1009388,,212501,,,23892827,79467539,,3027146,3027146,5918413,5166921,83786,,14196266,,14196266,,26329,26329,,1652272,,19288,,1697889,15894155,1998548,17247094,,,,,5818523,38509219,63573384,,63573384,79467539
203,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800127132,FEILO SYLVANIA COLOMBIA S.A.,2019-12-31,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,01. SOCIEDAD ANÓNIMA,CALLE 57 B SUR No 72 A 23,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,3556477,15085211,32304119,,,,,,50945807,,50945807,,13757193,,,,,9001937,,1134173,,212501,,,24105804,75051611,,3309238,3309238,6024515,3782773,0,,13116526,,13116526,,70874,70874,,1822629,,,0,1893503,15010029,1998548,17247094,,,,,5818523,34977417,60041582,,60041582,75051611
204,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800130149,SUPERTEX S.A.,2019-12-31,"C1410 - Confección de prendas de vestir, excepto prendas de piel",01. SOCIEDAD ANÓNIMA,CARRERA 35 10 707,VALLE,YUMBO-VALLE,Periodo Actual,3893831,17994262,29221232,4310464,,111012,1882406,,57413207,,57413207,2835775,16390381,,29613,,,17318,,692246,,,,,19965333,77378540,867843,39852,907695,27731528,1141222,22535905,1075435,53391785,,53391785,,,,,1246736,,1230000,,2476736,55868521,3472000,5438103,,,,,5372397,7116744,21399244,110775,21510019,77378540
205,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800130149,SUPERTEX S.A.,2019-12-31,"C1410 - Confección de prendas de vestir, excepto prendas de piel",01. SOCIEDAD ANÓNIMA,CARRERA 35 10 707,VALLE,YUMBO-VALLE,Periodo Anterior,3552534,35442170,25676582,,,54243,1138350,,65863879,,65863879,,14222753,,540,2727765,,17318,,993685,,,,,17962061,83825940,910750,,910750,19827701,1922076,40765939,1040042,64466508,,64466508,,,,,310373,,1430000,,1740373,66206881,3472000,5438103,0,,34963,0,1618119,6953987,17517172,101887,17619059,83825940
206,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800133063,FALCON FARMS DE COLOMBIA S.A. EN REORGANIZACION,2019-12-31,A0125 - Cultivo de flor de corte,01. SOCIEDAD ANÓNIMA,Calle 19 N 5-30 OFC 2201,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,1373895,18639692,5357197,,,,,,25370784,,25370784,2436,83505929,,4623409,,12232153,741705,,3146354,,,,,104251986,129622770,3576307,40000,3616307,34866850,596790,25527709,15317074,79924730,,79924730,,,,28890048,,,6369421,2327352,37586821,117511551,50974558,245308,,,,16241166,-2038789,-60962168,4460075,7651144,12111219,129622770
207,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800133063,FALCON FARMS DE COLOMBIA S.A. EN REORGANIZACION,2019-12-31,A0125 - Cultivo de flor de corte,01. SOCIEDAD ANÓNIMA,Calle 19 N 5-30 OFC 2201,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,2229245,17135844,5580844,,,,104321,,25050254,,25050254,2436,86847469,,78640,,11996784,2147584,,2445973,,,,,103518886,128569140,3224666,40000,3264666,44253475,421124,24781084,10656882,83377231,,83377231,,,,28643023,,,6805156,2322822,37771001,121148232,45918173,245308,,,,18402485,-2935502,-59951313,1679151,5741757,7420908,128569140
208,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800133807,SCANDINAVIA PHARMA LTDA,2019-12-31,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",03. SOCIEDAD LIMITADA,Calle 106 N. 18 A 45,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,1151678,67920484,94707054,5480581,,,512395,,169772192,,169772192,,12402603,,77570824,,,62804,,,,,5963132,,95999363,265771555,2667277,2348071,5015348,70631847,1656527,32458035,1275084,111036841,,111036841,,,,,14830879,,,4870347,19701226,130738067,14000000,57059805,,,,,6189442,57784241,135033488,,135033488,265771555
209,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",800133807,SCANDINAVIA PHARMA LTDA,2019-12-31,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",03. SOCIEDAD LIMITADA,Calle 106 N. 18 A 45,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,1868346,60986563,78027024,4050712,,,306867,,145239512,,145239512,,12635264,,81727968,,,62279,,,,,,,94425511,239665023,2153657,2010262,4163919,67339692,1557763,33145398,,106206772,,106206772,,,,,17123519,,,,17123519,123330291,14000000,57059805,,,,,5730027,39544900,116334732,,116334732,239665023
